district, date, card, age, position
egegik, 20040707, 33, 2, 2
egegik, 20040707, 33, 2, 4
egegik, 20040707, 33, 2, 5
egegik, 20040707, 33, 2, 10
egegik, 20040707, 33, 2, 13
egegik, 20040707, 33, 2, 14
egegik, 20040707, 33, 2, 15
egegik, 20040707, 33, 2, 17
egegik, 20040707, 33, 2, 18
egegik, 20040707, 33, 2, 19
egegik, 20040707, 33, 2, 20
egegik, 20040707, 33, 2, 21
egegik, 20040707, 33, 2, 27
egegik, 20040707, 33, 2, 28
egegik, 20040707, 33, 2, 29
egegik, 20040707, 33, 2, 31
egegik, 20040707, 33, 2, 32
egegik, 20040707, 33, 2, 33
egegik, 20040707, 33, 2, 34
egegik, 20040707, 33, 2, 35
egegik, 20040707, 33, 2, 36
egegik, 20040707, 33, 2, 37
egegik, 20040707, 33, 2, 38
egegik, 20040707, 33, 2, 39
egegik, 20040707, 33, 2, 40
egegik, 20040707, 34, 2, 2
egegik, 20040707, 34, 2, 6
egegik, 20040707, 34, 2, 8
egegik, 20040707, 34, 2, 11
egegik, 20040707, 33, 3, 1
egegik, 20040707, 33, 3, 3
egegik, 20040707, 33, 3, 6
egegik, 20040707, 33, 3, 8
egegik, 20040707, 33, 3, 9
egegik, 20040707, 33, 3, 12
egegik, 20040707, 33, 3, 16
egegik, 20040707, 33, 3, 22
egegik, 20040707, 33, 3, 23
egegik, 20040707, 33, 3, 24
egegik, 20040707, 33, 3, 26
egegik, 20040707, 33, 3, 30
egegik, 20040707, 34, 3, 4
egegik, 20040707, 34, 3, 5
egegik, 20040707, 34, 3, 7
egegik, 20040707, 34, 3, 17
egegik, 20040707, 34, 3, 20
egegik, 20040707, 34, 3, 22
egegik, 20040707, 34, 3, 28
egegik, 20040707, 34, 3, 35
egegik, 20040707, 34, 3, 36
egegik, 20040707, 34, 3, 37
egegik, 20040707, 34, 3, 40
