district, date, card, age, position
egegik, 19740705, 18, 2, 1
egegik, 19740705, 18, 2, 3
egegik, 19740705, 18, 2, 4
egegik, 19740705, 18, 2, 5
egegik, 19740705, 18, 2, 6
egegik, 19740705, 18, 2, 7
egegik, 19740705, 18, 2, 8
egegik, 19740705, 18, 2, 9
egegik, 19740705, 18, 2, 11
egegik, 19740705, 18, 2, 12
egegik, 19740705, 18, 2, 13
egegik, 19740705, 18, 2, 14
egegik, 19740705, 18, 2, 15
egegik, 19740705, 18, 2, 16
egegik, 19740705, 18, 2, 17
egegik, 19740705, 18, 2, 18
egegik, 19740705, 18, 2, 21
egegik, 19740705, 18, 2, 22
egegik, 19740705, 18, 2, 26
egegik, 19740705, 18, 2, 31
egegik, 19740705, 18, 2, 33
egegik, 19740705, 18, 2, 34
egegik, 19740705, 18, 2, 35
egegik, 19740705, 18, 2, 36
egegik, 19740705, 18, 2, 38
egegik, 19740705, 18, 2, 39
egegik, 19740705, 19, 2, 2
egegik, 19740705, 19, 2, 3
egegik, 19740705, 19, 2, 4
egegik, 19740705, 19, 2, 6
egegik, 19740705, 18, 3, 2
egegik, 19740705, 18, 3, 23
egegik, 19740705, 18, 3, 24
egegik, 19740705, 18, 3, 25
egegik, 19740705, 18, 3, 28
egegik, 19740705, 18, 3, 30
egegik, 19740705, 19, 3, 1
egegik, 19740705, 19, 3, 5
egegik, 19740705, 19, 3, 1
