district, date, card, age, position
kvichak, 19830705, 34, 2, 1
kvichak, 19830705, 34, 2, 2
kvichak, 19830705, 34, 2, 3
kvichak, 19830705, 34, 2, 4
kvichak, 19830705, 34, 2, 5
kvichak, 19830705, 34, 2, 8
kvichak, 19830705, 34, 2, 9
kvichak, 19830705, 34, 2, 10
kvichak, 19830705, 34, 2, 12
kvichak, 19830705, 34, 2, 14
kvichak, 19830705, 34, 2, 15
kvichak, 19830705, 34, 2, 17
kvichak, 19830705, 34, 2, 23
kvichak, 19830705, 34, 2, 24
kvichak, 19830705, 34, 2, 25
kvichak, 19830705, 34, 2, 26
kvichak, 19830705, 34, 2, 32
kvichak, 19830705, 34, 2, 35
kvichak, 19830705, 35, 2, 1
kvichak, 19830705, 35, 2, 3
kvichak, 19830705, 35, 2, 4
kvichak, 19830705, 35, 2, 5
kvichak, 19830705, 35, 2, 6
kvichak, 19830705, 35, 2, 8
kvichak, 19830705, 35, 2, 9
kvichak, 19830705, 35, 2, 11
kvichak, 19830705, 35, 2, 12
kvichak, 19830705, 35, 2, 13
kvichak, 19830705, 35, 2, 14
kvichak, 19830705, 35, 2, 15
kvichak, 19830705, 34, 3, 6
kvichak, 19830705, 35, 3, 10
kvichak, 19830705, 35, 3, 22
