district, date, card, age, position
egegik, 19950707, 30, 2, 2
egegik, 19950707, 30, 2, 4
egegik, 19950707, 30, 2, 5
egegik, 19950707, 30, 2, 6
egegik, 19950707, 30, 2, 8
egegik, 19950707, 30, 2, 9
egegik, 19950707, 30, 2, 11
egegik, 19950707, 30, 2, 15
egegik, 19950707, 30, 2, 16
egegik, 19950707, 30, 2, 18
egegik, 19950707, 30, 2, 19
egegik, 19950707, 30, 2, 22
egegik, 19950707, 30, 2, 23
egegik, 19950707, 30, 2, 24
egegik, 19950707, 30, 2, 25
egegik, 19950707, 30, 2, 28
egegik, 19950707, 30, 2, 29
egegik, 19950707, 30, 2, 30
egegik, 19950707, 30, 2, 31
egegik, 19950707, 30, 2, 33
egegik, 19950707, 30, 2, 35
egegik, 19950707, 30, 2, 36
egegik, 19950707, 30, 2, 37
egegik, 19950707, 30, 2, 38
egegik, 19950707, 30, 2, 39
egegik, 19950707, 30, 2, 40
egegik, 19950707, 31, 2, 1
egegik, 19950707, 31, 2, 3
egegik, 19950707, 31, 2, 4
egegik, 19950707, 31, 2, 6
egegik, 19950707, 30, 3, 3
egegik, 19950707, 30, 3, 7
egegik, 19950707, 30, 3, 10
egegik, 19950707, 30, 3, 14
egegik, 19950707, 30, 3, 20
egegik, 19950707, 30, 3, 26
egegik, 19950707, 30, 3, 27
egegik, 19950707, 31, 3, 5
egegik, 19950707, 31, 3, 14
egegik, 19950707, 31, 3, 23
egegik, 19950707, 31, 3, 29
egegik, 19950707, 31, 3, 30
egegik, 19950707, 31, 3, 33
egegik, 19950707, 31, 3, 34
egegik, 19950707, 31, 3, 5
