district, date, card, age, position
egegik, 19860709, 47, 2, 1
egegik, 19860709, 47, 2, 2
egegik, 19860709, 47, 2, 3
egegik, 19860709, 47, 2, 4
egegik, 19860709, 47, 2, 6
egegik, 19860709, 47, 2, 7
egegik, 19860709, 47, 2, 8
egegik, 19860709, 47, 2, 10
egegik, 19860709, 47, 2, 12
egegik, 19860709, 47, 2, 13
egegik, 19860709, 47, 2, 14
egegik, 19860709, 47, 2, 15
egegik, 19860709, 47, 2, 16
egegik, 19860709, 47, 2, 17
egegik, 19860709, 47, 2, 19
egegik, 19860709, 47, 2, 20
egegik, 19860709, 47, 2, 21
egegik, 19860709, 47, 2, 22
egegik, 19860709, 47, 2, 23
egegik, 19860709, 47, 2, 25
egegik, 19860709, 47, 2, 26
egegik, 19860709, 47, 2, 27
egegik, 19860709, 47, 2, 28
egegik, 19860709, 47, 2, 29
egegik, 19860709, 47, 2, 30
egegik, 19860709, 47, 2, 31
egegik, 19860709, 47, 2, 32
egegik, 19860709, 47, 2, 33
egegik, 19860709, 47, 2, 36
egegik, 19860709, 47, 2, 37
egegik, 19860709, 47, 3, 18
egegik, 19860709, 48, 3, 4
egegik, 19860709, 48, 3, 5
egegik, 19860709, 48, 3, 27
egegik, 19860709, 48, 3, 4
