district, date, card, age, position
wood, 19840705, 36, 2, 4
wood, 19840705, 36, 2, 34
wood, 19840705, 36, 2, 38
wood, 19840705, 37, 2, 1
wood, 19840705, 37, 2, 13
wood, 19840705, 37, 2, 14
wood, 19840705, 37, 2, 16
wood, 19840705, 37, 2, 17
wood, 19840705, 37, 2, 18
wood, 19840705, 37, 2, 19
wood, 19840705, 37, 2, 20
wood, 19840705, 37, 2, 21
wood, 19840705, 37, 2, 22
wood, 19840705, 37, 2, 23
wood, 19840705, 37, 2, 24
wood, 19840705, 37, 2, 25
wood, 19840705, 37, 2, 26
wood, 19840705, 37, 2, 28
wood, 19840705, 37, 2, 29
wood, 19840705, 36, 3, 1
wood, 19840705, 36, 3, 7
wood, 19840705, 36, 3, 18
wood, 19840705, 36, 3, 21
wood, 19840705, 36, 3, 26
wood, 19840705, 36, 3, 35
wood, 19840705, 36, 3, 36
wood, 19840705, 36, 3, 37
wood, 19840705, 37, 3, 6
wood, 19840705, 37, 3, 10
wood, 19840705, 37, 3, 11
wood, 19840705, 37, 3, 15
wood, 19840705, 37, 3, 27
wood, 19840705, 37, 3, 31
wood, 19840705, 37, 3, 37
wood, 19840705, 37, 3, 38
