district, date, card, age, position
kvichak, 19930709, 65, 2, 1
kvichak, 19930709, 65, 2, 4
kvichak, 19930709, 65, 2, 5
kvichak, 19930709, 65, 2, 6
kvichak, 19930709, 65, 2, 7
kvichak, 19930709, 65, 2, 11
kvichak, 19930709, 65, 2, 12
kvichak, 19930709, 65, 2, 13
kvichak, 19930709, 65, 2, 14
kvichak, 19930709, 65, 2, 15
kvichak, 19930709, 65, 2, 16
kvichak, 19930709, 65, 2, 18
kvichak, 19930709, 65, 2, 20
kvichak, 19930709, 65, 2, 21
kvichak, 19930709, 65, 2, 22
kvichak, 19930709, 65, 2, 23
kvichak, 19930709, 65, 2, 25
kvichak, 19930709, 65, 2, 26
kvichak, 19930709, 65, 2, 27
kvichak, 19930709, 65, 2, 28
kvichak, 19930709, 65, 2, 29
kvichak, 19930709, 65, 2, 30
kvichak, 19930709, 65, 2, 31
kvichak, 19930709, 65, 2, 32
kvichak, 19930709, 65, 2, 34
kvichak, 19930709, 65, 2, 35
kvichak, 19930709, 65, 2, 36
kvichak, 19930709, 65, 2, 37
kvichak, 19930709, 65, 2, 38
kvichak, 19930709, 65, 2, 39
kvichak, 19930709, 65, 3, 8
kvichak, 19930709, 65, 3, 9
kvichak, 19930709, 65, 3, 19
kvichak, 19930709, 66, 3, 5
