district, date, card, age, position
egegik, 19920709, 56, 2, 1
egegik, 19920709, 56, 2, 3
egegik, 19920709, 56, 2, 4
egegik, 19920709, 56, 2, 5
egegik, 19920709, 56, 2, 6
egegik, 19920709, 56, 2, 7
egegik, 19920709, 56, 2, 8
egegik, 19920709, 56, 2, 9
egegik, 19920709, 56, 2, 11
egegik, 19920709, 56, 2, 12
egegik, 19920709, 56, 2, 13
egegik, 19920709, 56, 2, 14
egegik, 19920709, 56, 2, 15
egegik, 19920709, 56, 2, 17
egegik, 19920709, 56, 2, 18
egegik, 19920709, 56, 2, 19
egegik, 19920709, 56, 2, 20
egegik, 19920709, 56, 2, 21
egegik, 19920709, 56, 2, 22
egegik, 19920709, 56, 2, 23
egegik, 19920709, 56, 2, 28
egegik, 19920709, 56, 2, 30
egegik, 19920709, 56, 2, 31
egegik, 19920709, 56, 2, 33
egegik, 19920709, 56, 2, 34
egegik, 19920709, 56, 2, 38
egegik, 19920709, 56, 2, 39
egegik, 19920709, 56, 2, 40
egegik, 19920709, 57, 2, 1
egegik, 19920709, 57, 2, 4
egegik, 19920709, 56, 3, 2
egegik, 19920709, 56, 3, 27
egegik, 19920709, 56, 3, 32
egegik, 19920709, 56, 3, 36
egegik, 19920709, 57, 3, 7
egegik, 19920709, 57, 3, 16
egegik, 19920709, 57, 3, 25
egegik, 19920709, 57, 3, 36
egegik, 19920709, 57, 3, 39
