district, date, card, age, position
egegik, 20010705, 17, 2, 1
egegik, 20010705, 17, 2, 2
egegik, 20010705, 17, 2, 3
egegik, 20010705, 17, 2, 7
egegik, 20010705, 17, 2, 11
egegik, 20010705, 17, 2, 13
egegik, 20010705, 17, 2, 18
egegik, 20010705, 17, 2, 21
egegik, 20010705, 17, 2, 22
egegik, 20010705, 17, 2, 26
egegik, 20010705, 17, 2, 32
egegik, 20010705, 17, 2, 38
egegik, 20010705, 17, 2, 39
egegik, 20010705, 18, 2, 4
egegik, 20010705, 18, 2, 5
egegik, 20010705, 18, 2, 8
egegik, 20010705, 18, 2, 9
egegik, 20010705, 18, 2, 11
egegik, 20010705, 18, 2, 18
egegik, 20010705, 18, 2, 20
egegik, 20010705, 18, 2, 23
egegik, 20010705, 18, 2, 24
egegik, 20010705, 18, 2, 27
egegik, 20010705, 18, 2, 28
egegik, 20010705, 18, 2, 29
egegik, 20010705, 18, 2, 32
egegik, 20010705, 18, 2, 34
egegik, 20010705, 17, 3, 6
egegik, 20010705, 17, 3, 8
egegik, 20010705, 17, 3, 9
egegik, 20010705, 17, 3, 10
egegik, 20010705, 17, 3, 15
egegik, 20010705, 17, 3, 16
egegik, 20010705, 17, 3, 17
egegik, 20010705, 17, 3, 19
egegik, 20010705, 17, 3, 20
egegik, 20010705, 17, 3, 23
egegik, 20010705, 17, 3, 25
egegik, 20010705, 17, 3, 34
egegik, 20010705, 17, 3, 36
egegik, 20010705, 17, 3, 40
egegik, 20010705, 18, 3, 3
egegik, 20010705, 18, 3, 10
egegik, 20010705, 18, 3, 12
egegik, 20010705, 18, 3, 14
egegik, 20010705, 18, 3, 15
egegik, 20010705, 18, 3, 17
egegik, 20010705, 18, 3, 19
egegik, 20010705, 18, 3, 21
egegik, 20010705, 18, 3, 25
egegik, 20010705, 18, 3, 26
egegik, 20010705, 18, 3, 30
egegik, 20010705, 18, 3, 31
egegik, 20010705, 18, 3, 37
egegik, 20010705, 18, 3, 39
egegik, 20010705, 18, 3, 40
