district, date, card, age, position
egegik, 20100708, 022, 22, 1
egegik, 20100708, 022, 22, 3
egegik, 20100708, 022, 22, 5
egegik, 20100708, 022, 22, 6
egegik, 20100708, 022, 22, 10
egegik, 20100708, 022, 12, 13
egegik, 20100708, 022, 22, 20
egegik, 20100708, 022, 22, 22
egegik, 20100708, 022, 22, 24
egegik, 20100708, 022, 22, 27
egegik, 20100708, 022, 22, 28
egegik, 20100708, 022, 22, 29
egegik, 20100708, 022, 22, 30
egegik, 20100708, 022, 22, 32
egegik, 20100708, 022, 22, 33
egegik, 20100708, 022, 22, 35
egegik, 20100708, 022, 22, 36
egegik, 20100708, 022, 22, 37
egegik, 20100708, 022, 22, 39
egegik, 20100708, 023, 22, 2
egegik, 20100708, 022, 23, 3
egegik, 20100708, 022, 23, 4
egegik, 20100708, 022, 23, 7
egegik, 20100708, 022, 23, 8
egegik, 20100708, 022, 23, 9
egegik, 20100708, 022, 23, 11
egegik, 20100708, 022, 13, 12
egegik, 20100708, 022, 23, 15
egegik, 20100708, 022, 23, 16
egegik, 20100708, 022, 23, 17
egegik, 20100708, 022, 23, 18
egegik, 20100708, 022, 23, 19
egegik, 20100708, 022, 13, 21
egegik, 20100708, 022, 23, 23
egegik, 20100708, 022, 23, 34
egegik, 20100708, 022, 23, 38
egegik, 20100708, 022, 23, 40
egegik, 20100708, 023, 23, 7
egegik, 20100708, 022, 23, 12
egegik, 20100708, 022, 23, 15

egegik, 20100708, 023, 22, 3
egegik, 20100708, 023, 22, 6
egegik, 20100708, 023, 22, 13
egegik, 20100708, 023, 22, 15
egegik, 20100708, 023, 22, 16
egegik, 20100708, 023, 22, 17
egegik, 20100708, 023, 22, 18
egegik, 20100708, 023, 22, 20
egegik, 20100708, 022, 23, 16
egegik, 20100708, 022, 23, 17
egegik, 20100708, 022, 23, 18
egegik, 20100708, 022, 23, 19
egegik, 20100708, 022, 23, 21
egegik, 20100708, 022, 23, 23
egegik, 20100708, 022, 23, 34
egegik, 20100708, 022, 23, 38
egegik, 20100708, 022, 23, 40
egegik, 20100708, 023, 23, 7
