district, date, card, age, position
kvichak, 20010703, 7, 2, 6
kvichak, 20010703, 7, 2, 8
kvichak, 20010703, 7, 2, 9
kvichak, 20010703, 7, 2, 10
kvichak, 20010703, 7, 2, 11
kvichak, 20010703, 7, 2, 12
kvichak, 20010703, 7, 2, 13
kvichak, 20010703, 7, 2, 14
kvichak, 20010703, 7, 2, 19
kvichak, 20010703, 7, 2, 21
kvichak, 20010703, 7, 2, 27
kvichak, 20010703, 7, 2, 28
kvichak, 20010703, 7, 2, 29
kvichak, 20010703, 7, 2, 30
kvichak, 20010703, 7, 2, 32
kvichak, 20010703, 7, 2, 33
kvichak, 20010703, 7, 2, 34
kvichak, 20010703, 7, 2, 35
kvichak, 20010703, 7, 2, 36
kvichak, 20010703, 7, 2, 39
kvichak, 20010703, 8, 2, 2
kvichak, 20010703, 8, 2, 4
kvichak, 20010703, 8, 2, 12
kvichak, 20010703, 8, 2, 14
kvichak, 20010703, 8, 2, 20
kvichak, 20010703, 8, 2, 22
kvichak, 20010703, 8, 2, 23
kvichak, 20010703, 8, 2, 24
kvichak, 20010703, 8, 2, 28
kvichak, 20010703, 8, 2, 34
kvichak, 20010703, 7, 3, 1
kvichak, 20010703, 7, 3, 2
kvichak, 20010703, 7, 3, 3
kvichak, 20010703, 7, 3, 4
kvichak, 20010703, 7, 3, 5
kvichak, 20010703, 7, 3, 7
kvichak, 20010703, 7, 3, 16
kvichak, 20010703, 7, 3, 17
kvichak, 20010703, 7, 3, 20
kvichak, 20010703, 7, 3, 23
kvichak, 20010703, 7, 3, 24
kvichak, 20010703, 7, 3, 26
kvichak, 20010703, 7, 3, 37
kvichak, 20010703, 7, 3, 38
kvichak, 20010703, 8, 3, 1
kvichak, 20010703, 8, 3, 3
kvichak, 20010703, 8, 3, 5
kvichak, 20010703, 8, 3, 6
kvichak, 20010703, 8, 3, 7
kvichak, 20010703, 8, 3, 8
kvichak, 20010703, 8, 3, 9
kvichak, 20010703, 8, 3, 10
kvichak, 20010703, 8, 3, 13
kvichak, 20010703, 8, 3, 18
kvichak, 20010703, 8, 3, 19
kvichak, 20010703, 8, 3, 26
kvichak, 20010703, 8, 3, 29
kvichak, 20010703, 8, 3, 30
kvichak, 20010703, 8, 3, 31
kvichak, 20010703, 8, 3, 35
