district, date, card, age, position
wood, 19770705, 9, 2, 3
wood, 19770705, 9, 2, 7
wood, 19770705, 9, 2, 8
wood, 19770705, 9, 2, 11
wood, 19770705, 9, 2, 13
wood, 19770705, 9, 2, 15
wood, 19770705, 9, 2, 16
wood, 19770705, 9, 2, 22
wood, 19770705, 9, 2, 23
wood, 19770705, 9, 2, 24
wood, 19770705, 9, 2, 25
wood, 19770705, 9, 2, 27
wood, 19770705, 9, 2, 28
wood, 19770705, 9, 2, 29
wood, 19770705, 9, 2, 30
wood, 19770705, 9, 2, 31
wood, 19770705, 9, 2, 32
wood, 19770705, 10, 2, 1
wood, 19770705, 10, 2, 3
wood, 19770705, 10, 2, 5
wood, 19770705, 10, 2, 7
wood, 19770705, 10, 2, 8
wood, 19770705, 10, 2, 11
wood, 19770705, 10, 2, 14
wood, 19770705, 10, 2, 15
wood, 19770705, 10, 2, 16
wood, 19770705, 10, 2, 17
wood, 19770705, 10, 2, 18
wood, 19770705, 10, 2, 19
wood, 19770705, 10, 2, 24
wood, 19770705, 10, 2, 27
wood, 19770705, 9, 3, 1
wood, 19770705, 9, 3, 2
wood, 19770705, 9, 3, 6
wood, 19770705, 9, 3, 12
wood, 19770705, 9, 3, 14
wood, 19770705, 9, 3, 17
wood, 19770705, 9, 3, 19
wood, 19770705, 9, 3, 26
wood, 19770705, 9, 3, 33
wood, 19770705, 9, 3, 34
wood, 19770705, 9, 3, 35
wood, 19770705, 10, 3, 4
wood, 19770705, 10, 3, 6
wood, 19770705, 10, 3, 9
wood, 19770705, 10, 3, 12
wood, 19770705, 10, 3, 13
wood, 19770705, 10, 3, 20
wood, 19770705, 10, 3, 22
wood, 19770705, 10, 3, 23
wood, 19770705, 10, 3, 25
wood, 19770705, 10, 3, 26
wood, 19770705, 10, 3, 32
wood, 19770705, 10, 3, 33
wood, 19770705, 10, 3, 36
