district, date, card, age, position
wood, 19650709, 31, 2, 9 
wood, 19650709, 31, 2, 11 
wood, 19650709, 31, 2, 15 
wood, 19650709, 31, 2, 16
wood, 19650709, 31, 2, 17
wood, 19650709, 31, 2, 18
wood, 19650709, 31, 2, 19
wood, 19650709, 31, 2, 20
wood, 19650709, 31, 2, 21
wood, 19650709, 31, 2, 22
wood, 19650709, 31, 2, 23
wood, 19650709, 31, 2, 24
wood, 19650709, 31, 2, 26
wood, 19650709, 31, 2, 27
wood, 19650709, 31, 2, 28
wood, 19650709, 31, 2, 29
wood, 19650709, 31, 2, 30
wood, 19650709, 30, 3, 6
wood, 19650709, 30, 3, 15
wood, 19650709, 30, 3, 21
wood, 19650709, 31, 3, 6
wood, 19650709, 31, 3, 10
wood, 19650709, 31, 3, 12
wood, 19650709, 31, 3, 14
wood, 19650709, 31, 3, 6
