district, date, card, age, position
egegik, 20160705, 122, 22, 1
egegik, 20160705, 122, 22, 3
egegik, 20160705, 122, 22, 6
egegik, 20160705, 122, 22, 8
egegik, 20160705, 122, 22, 14
egegik, 20160705, 122, 12, 18
egegik, 20160705, 122, 22, 19
egegik, 20160705, 122, 22, 21
egegik, 20160705, 122, 22, 23
egegik, 20160705, 122, 22, 24
egegik, 20160705, 122, 22, 27
egegik, 20160705, 122, 22, 28
egegik, 20160705, 122, 22, 29
egegik, 20160705, 122, 22, 30
egegik, 20160705, 122, 12, 31
egegik, 20160705, 122, 12, 32
egegik, 20160705, 122, 22, 35
egegik, 20160705, 122, 22, 39
egegik, 20160705, 122, 22, 42
egegik, 20160705, 122, 22, 45
egegik, 20160705, 122, 22, 46
egegik, 20160705, 123, 22, 3
egegik, 20160705, 123, 22, 4
egegik, 20160705, 123, 22, 5
egegik, 20160705, 123, 22, 8
egegik, 20160705, 123, 22, 10
egegik, 20160705, 123, 22, 12
egegik, 20160705, 123, 22, 13
egegik, 20160705, 123, 22, 14
egegik, 20160705, 123, 22, 15
egegik, 20160705, 122, 13, 2
egegik, 20160705, 122, 13, 5
egegik, 20160705, 122, 23, 12
egegik, 20160705, 122, 13, 36
egegik, 20160705, 123, 23, 1
egegik, 20160705, 123, 23, 7
egegik, 20160705, 123, 23, 1
